step up uk temperature
911 -1.7216851828692228e-17 8.692483147130594e-23 0.06561355032556307
921 -1.7216870443511864e-17 1.0296765328207304e-22 0.07772316823827977
931 -1.7216890491230383e-17 1.1720620803425595e-22 0.08847086959107484
941 -1.721691187494885e-17 1.2877868551633718e-22 0.097206133390955
951 -1.721693361514735e-17 1.361167754462229e-22 0.1027451505481755
961 -1.7216955336831822e-17 1.310846590195505e-22 0.09894675348697955
971 -1.7216976741416668e-17 1.3343880211349508e-22 0.1007237334793894
981 -1.7216996529136857e-17 1.2562530440521738e-22 0.09482586383244065
991 -1.721701390399165e-17 1.288909339487213e-22 0.09729086197820147
1001 -1.7217030231577484e-17 9.204461836629124e-23 0.06947812376682612
1011 -1.7215939318252767e-17 5.922457709796699e-23 0.044704541891581365
1021 -1.7215956699278552e-17 5.860739898381245e-23 0.044238676769182105
1031 -1.721597380890253e-17 7.176977666507383e-23 0.0541740463957381
1041 -1.7215990815419563e-17 7.091895254869114e-23 0.053531818047019286
1051 -1.721600737763783e-17 7.165676653622056e-23 0.05408874285644668
1061 -1.7216024181880697e-17 7.316508984577903e-23 0.055227271924652044
1071 -1.721604132542858e-17 6.481368646749957e-23 0.04892337444708603
1081 -1.7216057629843378e-17 7.591042415019775e-23 0.0572995351375285
1091 -1.7216073707443827e-17 6.391371462783382e-23 0.048244047877290024
1101 -1.7216090619126084e-17 6.844842345529319e-23 0.051666986303814305
1111 -1.721610852592605e-17 7.389545893881112e-23 0.055778577097532554
1121 -1.721612655097226e-17 7.695427749044968e-23 0.05808746791247711
1131 -1.721614424921643e-17 8.883399680238706e-23 0.06705464734479699
1141 -1.7215056138164433e-17 8.732007096323185e-23 0.0659118893140337
1151 -1.7215078025137433e-17 1.072205139585474e-22 0.08093335896629485
1161 -1.7215102056612904e-17 1.1421134470982587e-22 0.08621025415898692
1171 -1.7212913280298652e-17 1.316112705699898e-22 0.0993442561669609
1181 -1.7212944374799765e-17 1.438213695549518e-22 0.108560816391117
1191 -1.7212976820098686e-17 1.553476371043014e-22 0.11726119950505842
1201 -1.7211901963419696e-17 1.5907145983191467e-22 0.12007205603254428
1211 -1.7211935374350497e-17 1.7217944121763367e-22 0.12996636565340705
1221 -1.7211968462041007e-17 1.4800297767106415e-22 0.11171722348359311
1231 -1.7210893995878755e-17 1.5242833229115158e-22 0.11505761797339341
1241 -1.721092657347929e-17 1.4704207392714046e-22 0.11099190362857825
1251 -1.7210957460438056e-17 1.198218951559771e-22 0.09044527110203585
1261 -1.7210988476251736e-17 1.285532736645009e-22 0.09703598555593365
1271 -1.7211020367098615e-17 1.2284110688808932e-22 0.09272426546504327
1281 -1.7211052178369048e-17 1.3628499636531125e-22 0.10287212889893664
1291 -1.7211082454911736e-17 1.5242892330500736e-22 0.11505806408892465
1301 -1.7211111133087203e-17 1.4480511976203554e-22 0.10930338146288915
1311 -1.7211138843526106e-17 1.3598344179634875e-22 0.10264450618685746
1321 -1.7211167572293884e-17 1.184252508463697e-22 0.08939104079587085
1331 -1.721119645952623e-17 1.1950474751042875e-22 0.0902058782536449
1341 -1.721122638540178e-17 1.2374094425676127e-22 0.0934034905319756
1351 -1.7211256806094333e-17 1.4069360884220297e-22 0.10619988590142133
1361 -1.7211287239665476e-17 1.544842958955117e-22 0.11660952286798891
1371 -1.721131836395022e-17 1.575167563954175e-22 0.11889851781055065
1381 -1.7211348994989016e-17 1.6403275649352274e-22 0.12381699614547309
1391 -1.7211379609117586e-17 1.5790203137282139e-22 0.11918933527537846
1401 -1.721141134158255e-17 1.3664453383969766e-22 0.10314351890073797
1411 -1.7211443222141508e-17 1.4071937261808995e-22 0.106219333196022
1421 -1.7211473655119434e-17 1.5135341797167918e-22 0.11424623941098973
1431 -1.7211502777377186e-17 1.216251033611465e-22 0.09180638840666253
1441 -1.7211530338339357e-17 1.1900963685271536e-22 0.08983215342143369
1451 -1.7211557829729853e-17 1.1809205228253606e-22 0.08913953221809787
1461 -1.7211586132267577e-17 1.1838158089257579e-22 0.08935807736456505
1471 -1.721161484446651e-17 1.2486892327372283e-22 0.09425492396869176
1481 -1.7211643242374685e-17 1.1649268972471457e-22 0.08793228391056353
1491 -1.7211669586285533e-17 1.0414177456182811e-22 0.07860943128157315
1501 -1.721169622781594e-17 1.1108193942317726e-22 0.08384808229406496
1511 -1.7211722713686834e-17 9.180266825167887e-23 0.06929549233973345
1521 -1.7211749431560075e-17 1.0256275846924568e-22 0.07741754111507071
1531 -1.72117773874021e-17 1.1359810203331682e-22 0.08574735962659784
1541 -1.7211806644582815e-17 1.2617431763309604e-22 0.0952402759911655
1551 -1.721183708346514e-17 1.277443996660971e-22 0.09642542245327379
1561 -1.721186846376458e-17 1.4430850505919257e-22 0.10892852133091227
1571 -1.7211901803706113e-17 1.499086515352242e-22 0.11315568503564628
1581 -1.721193703302844e-17 1.795466240130314e-22 0.13552734300500557
1591 -1.7211973977372946e-17 2.1466250654672836e-22 0.16203389684988553
1601 -1.7212014178027032e-17 2.279073770315957e-22 0.17203153459510545
1611 -1.721205705910009e-17 2.197480955775836e-22 0.16587265668597795
1621 -1.7212099921667176e-17 1.8981845229883323e-22 0.14328083657822557
1631 -1.721214104140062e-17 2.1700892369700424e-22 0.16380504506114452
1641 -1.7212178607839708e-17 2.1204950285234794e-22 0.16006152087284717
1651 -1.7212213375989997e-17 1.9265276757312736e-22 0.14542026537826644
1661 -1.7212246854576387e-17 1.6443471720127915e-22 0.1241204085154583
1671 -1.7212280186465048e-17 1.295643461911736e-22 0.0977991743592796
1681 -1.7211204599240515e-17 1.2882856665387197e-22 0.097243785215785
1691 -1.7211236937214633e-17 1.5611824124510164e-22 0.11784287533597648
1701 -1.7211269981000617e-17 1.442769609263112e-22 0.10890471084413587
1711 -1.7210196692437343e-17 1.5229366090730106e-22 0.1149559638491101
1721 -1.721023327653323e-17 1.488944743549264e-22 0.11239015274375483
1731 -1.721027189403996e-17 1.623508568846165e-22 0.1225474463199098
1741 -1.7210311453561883e-17 1.8571673728712617e-22 0.14018473527107952
1751 -1.7210350237359028e-17 1.6698739559250968e-22 0.12604724908854897
1761 -1.7210389329454876e-17 1.7710015414137126e-22 0.13368067190622832
1771 -1.7210428822510307e-17 1.825007684674259e-22 0.13775722257504974
1781 -1.7210469511926943e-17 1.8581747886941835e-22 0.14026077813210927
1791 -1.720940320406753e-17 1.8012016918906478e-22 0.1359602726366733
1801 -1.7209446339427246e-17 1.8352010196860105e-22 0.13852664701736192
1811 -1.7209488752896645e-17 1.9442135894759858e-22 0.14675525282880328
1821 -1.7209532070971847e-17 2.0484369749709896e-22 0.15462235620252035
1831 -1.7209576015328828e-17 2.038902362770762e-22 0.15390265419465293
1841 -1.7209618877849203e-17 2.045645109493867e-22 0.1544116175644525
1851 -1.72096603890997e-17 2.2237065264776204e-22 0.16785224384643874
1861 -1.7209701806726373e-17 2.174617854555187e-22 0.1641468791179942
1871 -1.7209744482979364e-17 1.56828599382923e-22 0.11837907562116771
1881 -1.7209788132855645e-17 1.7029801517361515e-22 0.12854620710568776
1891 -1.720982823764914e-17 1.7379067937399375e-22 0.1311825780298866
1901 -1.7209864728407932e-17 1.6576786783286704e-22 0.1251267118303646
1911 -1.7209902795083485e-17 1.6868763352133048e-22 0.12733064124496565
1921 -1.7209943785030913e-17 1.9165722483879683e-22 0.14466879894232854
1931 -1.7209987299884098e-17 1.7151437067582276e-22 0.1294643498458807
1941 -1.721003157988737e-17 1.887212695740162e-22 0.142452649134976
1951 -1.721007517734501e-17 2.0458914955869195e-22 0.15443021554852956
1961 -1.721011960014048e-17 2.158927738014303e-22 0.162962540610983
1971 -1.7210167053545897e-17 2.3218222684749714e-22 0.17525832340541753
1981 -1.7210218433433845e-17 2.5015235841998945e-22 0.18882273431460556
1991 -1.7210270790473393e-17 2.647663578822455e-22 0.19985383294251624
2001 -1.7210321469633446e-17 2.701134582350628e-22 0.20388998960979984
2011 -1.7210372692786645e-17 2.5860071449199273e-22 0.19519981468296554
2021 -1.7210427778566923e-17 3.0164110922723723e-22 0.22768803534664647
2031 -1.7210485957322126e-17 3.330462105939697e-22 0.2513935768372356
2041 -1.7210545441631197e-17 3.700233669755101e-22 0.2793050777290988
2051 -1.7210604471061767e-17 3.5584310682580778e-22 0.2686013789446013
2061 -1.721066100038233e-17 2.686264332898571e-22 0.2027675372055081
2071 -1.7210711798299484e-17 2.494327909448351e-22 0.18827958253686225
2081 -1.7210758641273254e-17 2.1004568735848783e-22 0.15854897898436582
2091 -1.721080479462008e-17 1.6998907691994456e-22 0.12831301096010309
2101 -1.721084812686993e-17 1.8331655735948989e-22 0.13837300525323815
2111 -1.7210888257336012e-17 1.7187028691626911e-22 0.12973300642834323
2121 -1.7210924319580124e-17 1.1993723173276245e-22 0.09053233071615523
2131 -1.7210958788321245e-17 1.2599357307018798e-22 0.09510384440684479
2141 -1.7210994255311367e-17 1.2726043842012385e-22 0.09606011354176015
2151 -1.721103226236861e-17 1.289102131219313e-22 0.09730541449421143
2161 -1.7211070886055753e-17 1.3816686970718582e-22 0.10429262508090717
2171 -1.7211110323069288e-17 1.591648328729319e-22 0.12014253689080005
2181 -1.721115182825808e-17 1.7356827597646544e-22 0.1310147010691919
2191 -1.7211196363523248e-17 2.0113358791956668e-22 0.15182185078469707
2201 -1.7210138548027437e-17 2.056395514952918e-22 0.15522309140647025
2211 -1.721019114101172e-17 2.3054414510470887e-22 0.17402184865995537
2221 -1.721024282726029e-17 2.5550271956926198e-22 0.19286135233187046
2231 -1.721029392608502e-17 2.515675475866597e-22 0.18989096285224918
2241 -1.721034478304185e-17 2.5180347798234584e-22 0.1900690504093794
2251 -1.7210394611518258e-17 2.0812224217378685e-22 0.1570971030901169
2261 -1.7210441976381967e-17 2.2460272347972296e-22 0.16953707992128847
2271 -1.7210487080616535e-17 2.218108852798539e-22 0.1674297141303245
2281 -1.7210533342814285e-17 2.0809156517321785e-22 0.15707394714161976
2291 -1.7210583398722482e-17 2.1165626125072526e-22 0.15976468995374793
2301 -1.7210634956114632e-17 2.4880274935934027e-22 0.18780400766858416
2311 -1.721068563593158e-17 2.493041541135234e-22 0.18818248347941077
2321 -1.7210733973098517e-17 2.4897387102601505e-22 0.18793317559330847
2331 -1.7209677029588677e-17 2.3124891140782835e-22 0.174553828055426
2341 -1.720973152378031e-17 2.563362926599226e-22 0.19349055907300922
2351 -1.7209787056502163e-17 2.8235423214393714e-22 0.2131297042149284
2361 -1.7209843562526683e-17 2.8729754901851326e-22 0.21686107262870868
2371 -1.720989974304726e-17 3.078377292319072e-22 0.23236543571249035
2381 -1.720995305984984e-17 2.686046070010794e-22 0.2027510620479162
2391 -1.721000266865576e-17 2.0094977463308036e-22 0.1516831028329411
2401 -1.720894137218015e-17 1.9002586483278981e-22 0.14343739797161068
2411 -1.7208988057685476e-17 1.8592617829278286e-22 0.14034282781761992
2421 -1.7209035261699685e-17 1.960435961196177e-22 0.14797976760236844
2431 -1.7209079708520844e-17 1.759456329618916e-22 0.13280920362461623
2441 -1.7209121090573425e-17 1.6474714607850503e-22 0.12435623949162518
2451 -1.720916201111208e-17 1.4952839987824124e-22 0.11286865932838258
2461 -1.7209204262695702e-17 1.5003293741958602e-22 0.11324949986381795
2471 -1.7209247008402283e-17 1.6544253287757876e-22 0.12488113894744773
2481 -1.7209290628271725e-17 1.9849753036952726e-22 0.1498320730446311
2491 -1.7209337431279167e-17 2.175134487639163e-22 0.16418587618049238
2501 -1.7209388350354566e-17 2.175420124150516e-22 0.16420743690749667
2511 -1.7209443382718052e-17 2.588648568103961e-22 0.19539919747161544
2521 -1.720950209650625e-17 2.6626254576321667e-22 0.20098320181402224
2531 -1.7209561171222275e-17 3.1173334053980436e-22 0.23530596357171224
2541 -1.7209619514019667e-17 2.896581115278128e-22 0.21864289819430316
2551 -1.7209677585194654e-17 2.733939639785327e-22 0.20636621677123543
2561 -1.7209733568964978e-17 2.4476409882048703e-22 0.18475550937536764
2571 -1.7209786034199838e-17 2.5167398231560496e-22 0.18997130307639262
2581 -1.7209834511002738e-17 2.6130572297331495e-22 0.19724163871778
2591 -1.7209881938208176e-17 2.321859576996717e-22 0.17526113956798892
2601 -1.720993038803535e-17 1.9840746625004082e-22 0.14976408986265158
2611 -1.7209979549315057e-17 2.002011311341639e-22 0.15111800357349328
2621 -1.7210027716485864e-17 2.1410468876929317e-22 0.16161283874493748
2631 -1.7210074647206324e-17 1.8878241287486005e-22 0.14249880198887382
2641 -1.721011996693442e-17 1.8436863443496824e-22 0.13916714555779608
2651 -1.721016320571015e-17 1.7933063052340266e-22 0.13536430444097425
2661 -1.7210204149296424e-17 1.679502487225955e-22 0.1267740404005099
2671 -1.7210243744819235e-17 1.4037341131294783e-22 0.10595819090651255
2681 -1.721028326053124e-17 1.2905754304087389e-22 0.09741662367215723
2691 -1.7210324634152708e-17 1.4703091946191394e-22 0.11098348389335291
2701 -1.7210367438697353e-17 1.6774282819223295e-22 0.12661747297119033
2711 -1.7210411284091043e-17 1.9830276581761563e-22 0.14968505873914223
2721 -1.7210457271363006e-17 2.1969936038394526e-22 0.16583586985503115
2731 -1.7210507594743265e-17 2.418729474273999e-22 0.1825731789156098
2741 -1.72094566189445e-17 2.714862229763619e-22 0.20492619487950023
2751 -1.720951753881414e-17 3.1036528063654135e-22 0.23427330965922505
2761 -1.7209577856581266e-17 2.8818695010717447e-22 0.2175324200688213
2771 -1.720963602560519e-17 2.816560593470208e-22 0.21260270180179708
2781 -1.7209693101368864e-17 3.169092165771633e-22 0.23921287483179599
2791 -1.720975131914147e-17 2.9265598929654783e-22 0.22090578902215266
2801 -1.7208703299600436e-17 3.0174577061585554e-22 0.22776703699868323
2811 -1.720876283416773e-17 2.9625228637882675e-22 0.22362038524971828
2821 -1.7208817340356694e-17 2.8422969633835986e-22 0.21454536257424506
2831 -1.720886595566355e-17 2.6452296980736775e-22 0.1996701160985566
2841 -1.7208913370574537e-17 1.4407065705966132e-22 0.10874898630711151
2851 -1.7208961322846688e-17 1.6781961699990715e-22 0.12667543553736954
2861 -1.7209006684745994e-17 1.8389095823071643e-22 0.13880658079009392
2871 -1.7209050797543138e-17 1.8585093737197204e-22 0.14028603364430256
2881 -1.7209096506888557e-17 2.1672376268558913e-22 0.16358979671315604
2891 -1.720914420062642e-17 2.5555501807654515e-22 0.19290082886212648
2901 -1.7209194448800523e-17 2.279477354361009e-22 0.17206199836662206
2911 -1.7209246359354512e-17 2.1146119436049746e-22 0.15961744743395037
2921 -1.7209295799415822e-17 2.108124827758759e-22 0.15912777987309473
2931 -1.7209340359558106e-17 2.0238007490493127e-22 0.1527627376999783
2941 -1.7209380402453184e-17 1.641738533342485e-22 0.1239235004032673
2951 -1.7209418649929478e-17 1.5396170784427196e-22 0.11621505724960142
2961 -1.7209458273909325e-17 1.4075590017784794e-22 0.10624690532748184
2971 -1.7208392336641204e-17 1.719338087328019e-22 0.12978095465942174
2981 -1.7208436826897063e-17 2.0347058151038434e-22 0.15358588580192054
2991 -1.7208484285036723e-17 2.1073890725897822e-22 0.15907224279814178
3001 -1.720853351670738e-17 2.117987456816595e-22 0.15987224160753286
3011 -1.7208584436010844e-17 2.3306434997410125e-22 0.17592417721475034
3021 -1.720863458126701e-17 2.465345491768728e-22 0.18609190004292936
3031 -1.7208682653523342e-17 2.5572387337330815e-22 0.19302828606077005
3041 -1.7208729039532738e-17 2.32489939159111e-22 0.17549059417203428
3051 -1.7208772548369385e-17 1.8189044976068697e-22 0.1372965351454461
3061 -1.7208813902841117e-17 1.844843739677799e-22 0.13925450933558267
3071 -1.7208852861359086e-17 1.819994331644201e-22 0.13737879918811904
3081 -1.7208889606743338e-17 1.4125952964821156e-22 0.10662706042286502
3091 -1.7208925166700992e-17 1.21877383329287e-22 0.09199681712657533
3101 -1.7208961281010602e-17 1.4424901777792095e-22 0.10888361849178815
3111 -1.7208998270109255e-17 1.315508665371197e-22 0.09929866133538624
3121 -1.720903512267019e-17 1.5042361730237804e-22 0.11354439711834091
3131 -1.720907200256381e-17 1.543469282378252e-22 0.11650583351285115
3141 -1.720910891687072e-17 1.5862957978060582e-22 0.11973851130782445
3151 -1.7209148997124856e-17 1.7876416961022407e-22 0.13493672222993966
3161 -1.7209191910041594e-17 1.7584302600960103e-22 0.13273175272463847
3171 -1.7209234757396095e-17 1.9817843341759953e-22 0.14959120879951657
3181 -1.7209277416465708e-17 2.0074209780039743e-22 0.1515263419387058
3191 -1.7209320834689492e-17 2.1475203956352374e-22 0.16210147913913325
3201 -1.720936303808268e-17 1.8886610485637175e-22 0.14256197528409703
3211 -1.7209402463719914e-17 1.9077556366858885e-22 0.14400329383196622
3221 -1.7209439483471837e-17 1.829439094866482e-22 0.13809171911733711
3231 -1.720947594225372e-17 1.6714394595141285e-22 0.12616541813965343
3241 -1.720951119064462e-17 1.5094561883572665e-22 0.11393842001489028
3251 -1.7209545844641265e-17 1.4683299620719136e-22 0.11083408530132198
3261 -1.7209580784890567e-17 1.301907721537526e-22 0.09827202004359346
3271 -1.7209615784864276e-17 1.4674075123475867e-22 0.11076445594411131
3281 -1.7209650324948088e-17 1.6914509772780914e-22 0.1276759493718366
3291 -1.720968548958313e-17 1.6296216241132118e-22 0.12300887863173399
3301 -1.72097219477523e-17 1.450000340303325e-22 0.10945050877893456
3311 -1.720975908696477e-17 1.5633993413857461e-22 0.11801021598624292
3321 -1.720979441294887e-17 1.7508866748985172e-22 0.13216233959076973
3331 -1.7209827130060055e-17 1.4564247961499776e-22 0.10993544656929179
3341 -1.7209859032871886e-17 1.3235826099908632e-22 0.09990810763819923
3351 -1.7209890844326802e-17 1.1416146890687598e-22 0.08617260636086653
3361 -1.7209920961902946e-17 1.3031250853701154e-22 0.09836391042950751
3371 -1.720995024363837e-17 1.451932116654843e-22 0.10959632523058899
3381 -1.7209980045845823e-17 1.2739384089359148e-22 0.09616080985325444
3391 -1.721000994975835e-17 1.3297806098612999e-22 0.10037595183131792
3401 -1.7210039374205795e-17 1.0467685295867072e-22 0.07901332499899662
3411 -1.721006815636035e-17 1.1004405366570843e-22 0.083064654035106
3421 -1.7210095217499008e-17 1.0270337546468054e-22 0.07752368317080355
3431 -1.7210121625701092e-17 1.0140740725223116e-22 0.07654544629546435
3441 -1.721014638480757e-17 8.91275685533857e-23 0.06727624437906529
3451 -1.7210170842140392e-17 9.804516728938405e-23 0.07400752361819449
3461 -1.7210195664910882e-17 9.711722309382477e-23 0.07330708264932426
3471 -1.721022138872414e-17 1.0454283308730832e-22 0.07891216265648274
3481 -1.7210247587886145e-17 1.2038281592911382e-22 0.09086867144407747
3491 -1.7210275346672866e-17 1.1900160188392885e-22 0.0898260883785695
3501 -1.721030562552554e-17 1.1979783839398774e-22 0.09042711231430234
3511 -1.7210334957808195e-17 1.3222736845286953e-22 0.09980930589739548
3521 -1.7210362564042138e-17 1.2664067830193542e-22 0.09559229944288604
3531 -1.7210389985959062e-17 1.2926724019215652e-22 0.09757490956533554
3541 -1.7210417653944593e-17 1.3597160682777826e-22 0.10263557278666838
3551 -1.7210444908062486e-17 1.2712808495326132e-22 0.09596020905288445
3561 -1.7210472430251866e-17 1.1870390688351273e-22 0.08960137898815877
3571 -1.720939423906835e-17 1.2796679482574307e-22 0.09659329319576017
3581 -1.7209425057193296e-17 1.4994896794284386e-22 0.11318611710661523
3591 -1.720945632267387e-17 1.4913892018725863e-22 0.11257466801574474
3601 -1.7209487555462135e-17 1.4545722807695187e-22 0.10979561298079096
3611 -1.7209517442550774e-17 1.2528267862253605e-22 0.09456723929841188
3621 -1.7209544577878217e-17 1.256697221846068e-22 0.0948593917456271
3631 -1.72095696332477e-17 9.555359356490893e-23 0.0721268067367972
3641 -1.720848762404455e-17 9.956145818537432e-23 0.07515206686697941
3651 -1.720851538164307e-17 1.095291825301389e-22 0.08267601338325702
3661 -1.7208544894297122e-17 1.2230917659755423e-22 0.09232274803559347
3671 -1.720857493266115e-17 1.3936467177261574e-22 0.10519676311338749
3681 -1.7208605175156797e-17 1.4846587165302452e-22 0.1120666301728748
3691 -1.720863504554013e-17 1.449514183101938e-22 0.10941381213027915
3701 -1.7208664745252735e-17 1.3245398346671646e-22 0.09998036191630168
3711 -1.720869524736811e-17 1.3990884461073812e-22 0.10560752159626972
3721 -1.7208723837900603e-17 1.322192260418841e-22 0.09980315975383763
3731 -1.7208748770128585e-17 1.14591177296605e-22 0.08649696353910402
3741 -1.720877206493816e-17 1.0110460260623942e-22 0.07631687998659377
3751 -1.7208796556849766e-17 1.0087406622272092e-22 0.07614286399661906
3761 -1.7208822966142657e-17 9.853956955243111e-23 0.07438071373220947
3771 -1.7207742915096285e-17 1.2332693148764434e-22 0.09309098089345134
3781 -1.720777068368201e-17 1.3334362472767254e-22 0.1006518906458881
3791 -1.7207797772890174e-17 1.3326878977595492e-22 0.10059540291059399
3801 -1.7206720756091348e-17 1.4653426650953073e-22 0.11060859488944047
3811 -1.720564766273095e-17 1.6236176415576842e-22 0.12255567946540491
3821 -1.7204578892731823e-17 1.901484518503795e-22 0.1435299304426174
3831 -1.7203514187736722e-17 2.214628885095972e-22 0.16716703540881434
3841 -1.7201350618856078e-17 2.6232898816265e-22 0.1980140309198747
3851 -1.7201409142813935e-17 3.023574082219928e-22 0.2282287199743303
3861 -1.7200364893425095e-17 3.439162521318793e-22 0.25959862026862873
3871 -1.7200432051550923e-17 3.7692018041216303e-22 0.284511005745896
