#step up uk temperature
930 -8.597156071122324e-18 4.9325967389216774e-24 0.007446553047889006
940 -8.597157071500499e-18 5.913350871489139e-24 0.008927160132079014
950 -8.597158160458586e-18 6.487774475424981e-24 0.009794345524494236
960 -8.597159390323063e-18 6.366489056880112e-24 0.009611245556884227
970 -8.597160750382468e-18 7.55827350449516e-24 0.01141043705388762
980 -8.59716220398695e-18 8.137470943141053e-24 0.012284829322374778
990 -8.59716366765766e-18 9.594969106198481e-24 0.014485158674816548
1000 -8.59716510592915e-18 1.0603424197842053e-23 0.0160075848397374
1010 -8.597166521182183e-18 1.0665690457307361e-23 0.016101585835307006
1020 -8.597167878436879e-18 1.041278798037652e-23 0.015719788617718177
1030 -8.597169142030629e-18 8.168736825874145e-24 0.012332030232297925
1040 -8.597170032352933e-18 6.5054637310252244e-24 0.009821050318576729
1050 -8.59717060993863e-18 2.048074378061507e-24 0.003091899725334401
1060 -8.577346005887066e-18 4.1209199923719314e-24 0.00622119564065811
1070 -8.577430600716556e-18 8.870497712849673e-23 0.13391451861186102
1080 -8.57761526692219e-18 2.733479276954587e-22 0.41266293432285434
1090 -8.577863498709477e-18 5.215489854289842e-22 0.7873625987756405
1100 -8.578127026993626e-18 7.850451684441641e-22 1.1851527301391367
1110 -8.578355449779122e-18 1.0134404680698934e-21 1.5299523974485107
1120 -8.578505724836051e-18 1.1636977633328334e-21 1.7567901016498089
1130 -8.578557035107998e-18 6.956533240840287e-22 1.0502012742814444
1140 -8.578563716289116e-18 7.75944283140555e-24 0.011714134709247509
1150 -8.578571432826093e-18 1.5469353138651033e-23 0.02335349205714226
1160 -8.578574028735276e-18 5.119689386406757e-24 0.007728999677546433
1170 -8.558608528622218e-18 5.536625160508402e-23 0.08358431703666067
1180 -8.558775552608394e-18 2.2236901045679397e-22 0.335702008539846
1190 -8.559021504774433e-18 4.682906136305026e-22 0.706960467437353
1200 -8.559298384472966e-18 7.451366167489229e-22 1.1249043127248233
1210 -8.559553243896559e-18 9.999653527876763e-22 1.5096095301746322
1220 -8.55973794851575e-18 1.184647714503242e-21 1.7884174433925755
1230 -8.559819289602796e-18 7.490561825285053e-22 1.130821531594966
1240 -8.539618410697456e-18 3.317895895105432e-23 0.05008900807828249
1250 -8.539759628891953e-18 1.74378060858891e-22 0.26325190347054805
1260 -8.539984415805051e-18 3.991366059432269e-22 0.6025613012427943
1270 -8.540248256597987e-18 6.629458102628243e-22 1.000823988923346
1280 -8.540501443850445e-18 9.16103540304394e-22 1.383006552391899
1290 -8.54069752969455e-18 1.1121662200028349e-21 1.6789948973472748
1300 -8.540803187686657e-18 7.679033021119917e-22 1.1592743087439488
1310 -8.520121158821675e-18 2.0728625370809866e-23 0.031293214629845814
1320 -8.520254399895054e-18 1.5395164614446892e-22 0.23241492473500744
1330 -8.520484999348066e-18 3.8452070087023157e-22 0.580496227159166
1340 -8.520765262568046e-18 6.647477846623119e-22 1.0035443609032486
1350 -8.52103848056355e-18 9.37931189336952e-22 1.415958921100471
1360 -8.521250446768335e-18 1.1498710709778281e-21 1.7359164718868179
1370 -8.521363916530668e-18 7.138799787879193e-22 1.0777173592812792
1380 -8.521386242728059e-18 3.3782060184622376e-24 0.00509994869936932
1390 -8.521394314760143e-18 1.1444899934596853e-23 0.01727792864522472
1400 -8.521399514227069e-18 1.1339261673169556e-23 0.017118450593553075
1410 -8.500244728210913e-18 1.269673012935537e-23 0.01916776891508963
1420 -8.50035302354556e-18 1.2097778026960637e-22 0.18263553784662798
1430 -8.500553954399259e-18 3.2188229728004627e-22 0.48593341980683313
1440 -8.500806196968814e-18 5.740922434165842e-22 0.866685150085423
1450 -8.501058554345427e-18 8.264174081888425e-22 1.247610821541127
1460 -8.501260524718828e-18 1.0283622956328635e-21 1.5524793110399508
1470 -8.501372468771122e-18 9.702232914143648e-22 1.4647090752028455
1480 -8.479591232447722e-18 7.158774941202793e-24 0.010807329319448661
1490 -8.479681457688472e-18 9.737118495145846e-23 0.14699756182285395
1500 -8.479860609959858e-18 2.764996610570382e-22 0.41742098589528714
1510 -8.480091389555292e-18 5.072499707127115e-22 0.7657759219696731
1520 -8.480327778487973e-18 7.436097245129209e-22 1.1225992217888299
1530 -8.480523912601545e-18 9.397196708897224e-22 1.4186589234446294
1540 -8.480643259797962e-18 7.144890860344448e-22 1.0786369052452367
1550 -8.457984144725318e-18 3.916005791313763e-24 0.005911844491717638
1560 -8.458068547353552e-18 8.830620884146742e-23 0.13331251334762595
1570 -8.458246227849374e-18 2.659618998246164e-22 0.4015125299284668
1580 -8.45847835155197e-18 4.9805446891751875e-22 0.7518938238489111
1590 -8.45871604833315e-18 7.357201450198267e-22 1.1106886247279992
1600 -8.458909745577908e-18 8.967991883275667e-22 1.3538635089486213
1610 -8.459015344499196e-18 6.032545461705555e-22 0.9107103655956454
1620 -8.459045653901729e-18 1.7949798235997145e-22 0.2709812535627588
1630 -8.459054227337875e-18 1.6702266266877572e-23 0.025214773953619523
1640 -8.45905869349649e-18 9.535158764645884e-24 0.014394865284791492
1650 -8.459060628230058e-18 4.954399200810519e-24 0.007479467392527957
1660 -8.435437028415444e-18 4.340584326310165e-23 0.06552814502279838
1670 -8.435574351594415e-18 1.8071028879527215e-22 0.27281142632136496
1680 -8.43577731953186e-18 3.836508044472412e-22 0.5791829777283231
1690 -8.436002907370257e-18 6.092084453999351e-22 0.9196987400361339
1700 -8.436203767190565e-18 8.100415840688316e-22 1.2228888648382121
1710 -8.436338157015152e-18 9.444137588627122e-22 1.4257454089110995
1720 -8.4363819384577e-18 5.103540897784933e-22 0.7704620920569041
1730 -8.310493075581214e-18 2.8814922741647286e-23 0.04350078916311487
1740 -8.310578573605453e-18 1.1429948683025204e-22 0.17255357311330322
1750 -8.31180905035912e-18 2.3681304992760017e-22 0.3575076236829713
1760 -8.311942630442743e-18 3.7037653757221716e-22 0.5591433236295549
1770 -8.313169096476765e-18 4.711561591269933e-22 0.7112864721120069
1780 -8.314356207798596e-18 4.304846465991534e-22 0.6498862418465481
1790 -8.314389462611611e-18 2.185370436464685e-22 0.3299170344904416
1800 -8.314396900153053e-18 1.1707372128780488e-23 0.017674172899728998
1810 -8.314400964073346e-18 6.636091876315422e-24 0.010018254644195987
1820 -8.314404161837294e-18 9.833162414890754e-24 0.014844750022480004
1830 -8.314406114132439e-18 6.818877606819107e-24 0.010294199285656865
1840 -8.314407506118439e-18 3.842078720039049e-24 0.0058002396135855205
1850 -8.314408912860449e-18 3.710851357582996e-24 0.005602130672679644
1860 -8.314410185030058e-18 4.451362608343491e-24 0.006720052246895367
1870 -8.314411323207177e-18 5.513290882768128e-24 0.008323204835096812
1880 -8.31441240649345e-18 6.5406277618716336e-24 0.009874136113936645
1890 -8.31441356227349e-18 5.537359245136019e-24 0.008359539923212589
1900 -8.314414813700843e-18 6.671779176057446e-24 0.01007213039863745
1910 -8.314416106247757e-18 7.546256262983308e-24 0.011392295083006203
1920 -8.314417366983021e-18 8.647238453667329e-24 0.013054405878120968
1930 -8.314418553828753e-18 8.699947259291773e-24 0.013133978350380092
1940 -8.31441959013133e-18 8.883496696582814e-24 0.013411075930831544
1950 -8.314420434418039e-18 6.1419002138178425e-24 0.009272192351778143
1960 -8.314421149352305e-18 4.2527016196287196e-24 0.006420141333980555
1970 -8.314421797913063e-18 3.1092721812882023e-24 0.004693949549046199
1980 -8.314422434850107e-18 2.8563014972371532e-24 0.004312049361771065
1990 -8.31442306570428e-18 3.4768452557466855e-24 0.005248860591405021
2000 -8.314423655805051e-18 3.0207365171430638e-24 0.0045602906357836105
2010 -8.314424160563763e-18 3.185624813617719e-24 0.00480921620413303
2020 -8.314424563925554e-18 2.4214084056737376e-24 0.003655507858806971
2030 -8.290912155080205e-18 1.7735436092420955e-24 0.002677451100908961
2040 -8.290960980123952e-18 5.039949334091514e-23 0.07608619163785499
2050 -8.291084368692917e-18 1.7376994064645452e-22 0.26233384759428524
2060 -8.291253965743902e-18 3.433425644271484e-22 0.5183311661037868
2070 -8.29143155073546e-18 5.209028154444458e-22 0.7863871006105764
2080 -8.29157840915572e-18 6.677418125253437e-22 1.0080643305032362
2090 -8.291664365224227e-18 6.25105461702992e-22 0.9436978588511352
2100 -8.291684816340908e-18 7.405517660685254e-24 0.011179827386300203
2110 -8.291690699079549e-18 7.660860284146574e-24 0.011565308399979731
2120 -8.291696673658958e-18 1.3632659254516435e-23 0.020580705396311044
2130 -8.291699003063242e-18 6.5286568787578696e-24 0.009856064128559586
2140 -8.270804520343684e-18 3.817420835212337e-23 0.05763014545912345
2150 -8.270915446900527e-18 1.490852210671905e-22 0.22506826851930933
2160 -8.271076911449895e-18 3.1052728231280736e-22 0.46879118706643624
2170 -8.271253656196566e-18 4.872476552239226e-22 0.7355791896496416
2180 -8.271407495860541e-18 6.410664050371546e-22 0.9677934858652697
2190 -8.271505723179464e-18 7.392807322956384e-22 1.116063907451145
2200 -8.271532735255073e-18 6.356377584808154e-23 0.09595980653393953
2210 -8.248649762403255e-18 3.3549555436532136e-23 0.050648483448870976
2220 -8.248751031114407e-18 1.3480360609844296e-22 0.2035078594481325
2230 -8.248897948230806e-18 2.8170033322774336e-22 0.42527224219164156
2240 -8.24905851880551e-18 4.422491667455785e-22 0.6676466889275038
2250 -8.249198596025275e-18 5.823074441845017e-22 0.8790873251577623
2260 -8.249288678514385e-18 5.5841593870798795e-22 0.8430192311412862
2270 -8.249315362748156e-18 2.402775993365802e-22 0.36273792170377445
2280 -8.224272075122514e-18 2.764843284141597e-23 0.04173978387894923
2290 -8.224366540060738e-18 1.2209927530917892e-22 0.18432861610685225
2300 -8.224506931115862e-18 2.6247014339035923e-22 0.39624115849993846
2310 -8.224661570279105e-18 4.1708738827794667e-22 0.6296609122553543
2320 -8.224794574386711e-18 5.410225649585185e-22 0.8167611185967972
2330 -8.224875304727654e-18 5.643100718437282e-22 0.8519173789911356
2340 -8.22490136795306e-18 2.1402939467302837e-22 0.3231120088662868
2350 -8.224906365300824e-18 1.2201038822208536e-23 0.01841944266637762
2360 -8.224908713200069e-18 4.860152049840652e-24 0.007337186065580695
2370 -8.224910114456052e-18 4.857431391604767e-24 0.0073330787916738634
2380 -8.197627027425477e-18 2.0812175178505325e-23 0.031419346585907795
2390 -8.197707933736493e-18 1.0170664485588639e-22 0.15354264018098793
2400 -8.197832699326361e-18 2.264539969678911e-22 0.34186895677519796
2410 -8.197972748917223e-18 3.664832393693819e-22 0.5532657599175451
2420 -8.198096226896713e-18 4.899434846202444e-22 0.7396489804049584
2430 -8.19817541200681e-18 5.6911749573457535e-22 0.8591749633674145
2440 -8.198196583836331e-18 2.3222036152606836e-22 0.35057421727969257
2450 -8.168601389368094e-18 2.4961668282564526e-23 0.03768367796280877
2460 -8.16867767380001e-18 1.0123466395911452e-22 0.15283010863392893
2470 -8.168787958437733e-18 2.115033470228651e-22 0.3192985311335524
2480 -8.16890722221927e-18 3.3075021849394216e-22 0.4993209820258789
2490 -8.169008897010807e-18 4.290810456122938e-22 0.6477672790040667
2500 -8.169069610105622e-18 3.553130292092025e-22 0.5364025199414288
2510 -8.169084825813297e-18 5.864610701742353e-23 0.08853578957944373
2520 -8.137018043569422e-18 2.140822020224195e-23 0.03231917301063097
2530 -8.137088387242199e-18 9.174127138022637e-23 0.13849829616580067
2540 -8.137192266304633e-18 1.956049205539247e-22 0.29529728344493467
2550 -8.137305493829458e-18 3.0507227530471944e-22 0.46055597117258373
2560 -8.13740107479117e-18 3.9672491662229267e-22 0.5989204659152969
2570 -8.13745584286175e-18 3.6325438226178257e-22 0.5483912775691162
2580 -8.137470242807848e-18 1.714884908991697e-23 0.02588896299806306
2590 -8.137472277347403e-18 2.388205871623453e-24 0.003605383260301107
2600 -8.137473670867221e-18 2.945874401320922e-24 0.004447274156583517
2610 -8.137474446507554e-18 2.8690660907632672e-24 0.004331319581466285
2620 -8.102893833640082e-18 2.4506801665336425e-23 0.03699698319042335
2630 -8.102960873737091e-18 9.153679400829074e-23 0.13818960448111525
2640 -8.103055373755949e-18 1.8602251451112097e-22 0.2808310907474652
2650 -8.103154949068238e-18 2.8558282016053095e-22 0.4311334845418644
2660 -8.103236123761974e-18 3.6674540298718954e-22 0.5536615383260712
2670 -8.103279959070141e-18 4.045791847311304e-22 0.6107777547269481
2680 -8.066113736065117e-18 5.8459064733365595e-24 0.00882534189815302
2690 -8.06614729461878e-18 3.9399612025598705e-23 0.05948009061835553
2700 -8.066212935398645e-18 1.0071212302288176e-22 0.15204124852488188
2710 -8.06629525429832e-18 1.830186065945616e-22 0.2762962056077319
2720 -8.066374808514268e-18 2.625612480184712e-22 0.3963786956800592
2730 -8.066433162686055e-18 3.183415409636146e-22 0.48058807512622975
2740 -8.066458564285815e-18 1.8509853462162164e-22 0.27943619357128874
2750 -8.026630877126998e-18 8.203563229460795e-24 0.012384606324669074
2760 -8.026665848375543e-18 3.8783489601982186e-23 0.05854995410927263
2770 -8.026729238224589e-18 1.0216338161703786e-22 0.1542321582382818
2780 -8.026805891124425e-18 1.7880429939292702e-22 0.26993402686130286
2790 -8.026877089109188e-18 2.4999143542201384e-22 0.3774025293206731
2800 -8.02692586879735e-18 2.9655193713272257e-22 0.4476931418066464
2810 -8.026943362744243e-18 1.6754297009156094e-22 0.2529332277952309
2820 -7.984439502106948e-18 1.0417849131516474e-23 0.015727429244439123
2830 -7.984474594737148e-18 4.150171456944817e-23 0.06265355460363553
2840 -7.984531986782852e-18 9.888467613874455e-23 0.1492824217070419
2850 -7.984597639051617e-18 1.6452684915243214e-22 0.24837990512142535
2860 -7.984655751350628e-18 2.2263048541262694e-22 0.3360967473016711
2870 -7.984692728034212e-18 2.5723895299767658e-22 0.3883438300085697
2880 -7.98470321172313e-18 3.517412618399537e-23 0.053101035905790114
2890 -7.939491912973921e-18 1.2637881304917262e-23 0.019078927090756738
2900 -7.939527190459926e-18 4.493069002410589e-23 0.06783014798325165
2910 -7.939579658906334e-18 9.73907632406837e-23 0.14702711841890656
2920 -7.93963630927459e-18 1.5403232670841724e-22 0.2325367251032869
2930 -7.939683361494658e-18 2.0107743474587967e-22 0.3035589292661227
2940 -7.939709445124888e-18 2.0868353703428922e-22 0.31504157160973617
2950 -7.891775730589933e-18 2.4347204426949564e-24 0.00367560453305398
2960 -7.891791278937276e-18 1.7980675288175208e-23 0.02714473926354953
2970 -7.891826374353976e-18 5.032258910062656e-23 0.07597009224128407
2980 -7.891873081427027e-18 9.702225702866415e-23 0.14647079865438428
2990 -7.891919832208284e-18 1.4376578356471776e-22 0.21703771673417535
3000 -7.891955273792145e-18 1.7758696184524888e-22 0.2680962588243492
3010 -7.891971259211549e-18 1.2301236935934863e-22 0.18570707934684275
3020 -7.891972721790355e-18 1.2805605979637432e-25 0.00019332134631095158
3030 -7.891972854715788e-18 1.679602804626754e-25 0.00025356322533616455
3040 -7.891972992243894e-18 3.0327905891576346e-25 0.00045784882082693757
3050 -7.841323697558073e-18 5.810015198902878e-25 0.0008771158210904103
3060 -7.84133715164796e-18 1.4026316195627948e-23 0.021174994256684704
3070 -7.841366947420484e-18 4.38172981374877e-23 0.06614930274379183
3080 -7.841405600305476e-18 8.24640474459003e-23 0.12449282525045335
3090 -7.841443509927819e-18 1.2036773738493475e-22 0.18171457938546912
3100 -7.841471371279174e-18 1.457933309219959e-22 0.2200986275996315
3110 -7.841482090267527e-18 8.724773806975485e-23 0.1317145804193159
3120 -7.788132985645346e-18 1.8936903709735313e-24 0.0028588320817837126
3130 -7.788148279907334e-18 1.7185440837252973e-23 0.025944204162519587
3140 -7.788175865655017e-18 4.4766912172688234e-23 0.06758289881142547
3150 -7.788209031724762e-18 7.792789899663503e-23 0.1176447750553065
3160 -7.788239779591214e-18 1.0646741551681847e-22 0.16072979395654963
3170 -7.788259719886102e-18 1.2416872122052745e-22 0.1874527796203615
3180 -7.788265501915314e-18 5.904261531301804e-24 0.008913438302086057
3190 -7.732242044260453e-18 5.14573834610112e-24 0.007768324797857971
3200 -7.732257119291698e-18 1.8571234877760376e-23 0.028036284537681727
3210 -7.73228189866507e-18 4.33468242562843e-23 0.06543904628062244
3220 -7.732310471112826e-18 6.873857384627618e-23 0.10377200157952322
3230 -7.732335116521427e-18 9.338044666113056e-23 0.14097289652948455
3240 -7.732350212454588e-18 1.084749222249923e-22 0.16376045021888935
3250 -7.732355277214302e-18 2.090722245780037e-23 0.03156283583605128
3260 -7.673706058741083e-18 7.645581778438422e-24 0.011542243023004864
3270 -7.67372099351381e-18 1.859884483705649e-23 0.028077966239517648
3280 -7.673742738853827e-18 4.034039888036002e-23 0.060900360628562834
3290 -7.673765677752856e-18 6.327584498587268e-23 0.09552512829992857
3300 -7.673784368028947e-18 8.196358359093798e-23 0.12373729406844503
3310 -7.673794763434008e-18 7.876819422667984e-23 0.11891333669486691
3320 -7.612574167360641e-18 2.2881407428287867e-25 0.00034543187542705116
3330 -7.612580544614258e-18 6.605028150045481e-24 0.00997135892217011
3340 -7.612594205485805e-18 2.0263706268000292e-23 0.03059134400362363
3350 -7.612611719135933e-18 3.7774583716617284e-23 0.057026847398274884
3360 -7.612628741791785e-18 5.479455712119472e-23 0.08272125169262488
3370 -7.612641042892174e-18 6.647071612340007e-23 0.100348303326389
3380 -7.612645457022076e-18 3.4098574654653016e-23 0.05147731680956071
3390 -7.548920304043728e-18 6.660310538271715e-24 0.010054816633864304
3400 -7.548928526260786e-18 1.0306016345328405e-23 0.015558599555145538
3410 -7.548940576739945e-18 2.2354082837622445e-23 0.03374710573312567
3420 -7.548953333612143e-18 3.510890822229534e-23 0.05300257883800625
3430 -7.548963600844302e-18 4.537474595046935e-23 0.06850052226822063
3440 -7.54896925048365e-18 2.95700879682155e-23 0.044640833285349485
3450 -7.482808318483919e-18 2.7910714873816266e-24 0.004213574105346659
3460 -7.482812332031358e-18 3.697193462572589e-24 0.005581511869825769
3470 -7.48282010064948e-18 1.1464348737502427e-23 0.017307289760722263
3480 -7.48282983026735e-18 2.1192400168955022e-23 0.03199335774298766
3490 -7.482839073914564e-18 3.043480325865838e-23 0.04594626095811953
3500 -7.482845841561186e-18 3.6517968380166154e-23 0.055129783182617985
3510 -7.482848814820083e-18 1.225907705129908e-23 0.018507060765850063
3520 -7.414338145677221e-18 4.824208722262365e-24 0.0072829237956859375
3530 -7.414343047174464e-18 9.04073313737231e-24 0.01364844978468042
3540 -7.414350125859498e-18 1.250431987247499e-23 0.018877294493470698
3550 -7.41435770154065e-18 2.0078703922231313e-23 0.0303120530226922
3560 -7.414363805564184e-18 2.444613699854111e-23 0.036905400058184046
3570 -7.414367212387074e-18 2.4409227825731352e-23 0.036849679688604094
3580 -7.414368371713107e-18 4.512121036515388e-24 0.0068117769271065646
3590 -7.343600758839392e-18 1.5732021112122863e-24 0.002375003187216616
3600 -7.343603615545411e-18 4.429560077334667e-24 0.006687137797908616
3610 -7.343608525166014e-18 8.733347900374022e-24 0.013184402023511507
3620 -7.34361439300787e-18 1.4600348361437038e-23 0.02204158870989891
3630 -7.343619906636674e-18 1.993356899082513e-23 0.03009294835571427
3640 -7.34362397609109e-18 2.3090288912964208e-23 0.03485852794831553
3650 -7.343625910866316e-18 1.201659606509725e-23 0.018140996475086428
3660 -7.343626787830928e-18 5.529195368007762e-24 0.008347215229480318
3670 -7.343627511300193e-18 2.5815712333098037e-24 0.003897299567194752
3680 -7.343628430016372e-18 2.7741900634611853e-24 0.004188088863920872
3690 -7.343629617888306e-18 3.962099370748066e-24 0.00598143020946266
3700 -7.34363113400649e-18 5.478295864339605e-24 0.008270374191333946
3710 -7.343633097946655e-18 7.442315827047982e-24 0.011235380173683548
3720 -7.343635635821039e-18 9.980260438601051e-24 0.01506681829498951
3730 -7.343638864120197e-18 1.3208648637431166e-23 0.01994059274974512
3740 -7.34364292810376e-18 1.724449571710962e-23 0.0260333570608539
3750 -7.343648036377576e-18 2.235294015741968e-23 0.033745380672433094
3760 -7.343654459886376e-18 2.877664663212703e-23 0.04344300518135119
3770 -7.343662516941139e-18 3.68339403152176e-23 0.05560679395413286
3780 -7.343672593485594e-18 4.6814980984021086e-23 0.07067479013288208
3790 -7.343685178035668e-18 5.939991659655144e-23 0.08967378713247501
3800 -7.343700885283305e-18 7.510762331490222e-23 0.11338711249230407
3810 -7.343720453050152e-18 9.467594708451651e-23 0.14292866407686672
3820 -7.34374478379832e-18 1.1900743069191113e-22 0.17966097628609773
3830 -7.343775064550065e-18 1.4928917054851804e-22 0.22537616326769028
3840 -7.34381287693741e-18 1.8710280688353377e-22 0.28246196691354736
3850 -7.343860216433246e-18 2.344437956066484e-22 0.35393085085544745
3860 -7.343919479401226e-18 2.9370855368854916e-22 0.44340059433657786
3870 -7.343993551905317e-18 3.677832901493052e-22 0.5552283969645307
3880 -7.344086031062694e-18 4.602652829505993e-22 0.6948449319906391
3890 -7.344201474535057e-18 5.757123146348817e-22 0.8691309097748818
3900 -7.34434560124525e-18 7.198434373412154e-22 1.0867201650682599
3910 -7.344525510924137e-18 8.997586008970161e-22 1.3583312211609544
3920 -7.344750036197122e-18 1.1242907371402933e-21 1.697298818146578
3930 -7.345030227081287e-18 1.4044901868063047e-21 2.12030523370517
3940 -7.345379874357695e-18 1.7541480541922978e-21 2.648170371667116
3950 -7.345816050314362e-18 2.190337025763873e-21 3.306668215223238
3960 -7.346359774295856e-18 2.7340769900088514e-21 4.127531687815295
3970 -7.347036904067678e-18 3.4112263789080565e-21 5.149798277337042
